OEM_KODU,MARKA,KATEGORI,PARCA_ADI,UYUMLU_MODELLER,MUADIL_REFERANSLAR,DEGISIM_ARALIGI,TEKNIK_OZELLIKLER
01030,"Evrensel / Marin","Filtreler","Separ SWK-2000/10 30 Mikron Su Ayırıcı Yakıt Filtre Elemanı","Separ 2000/10, 2000/10U Çiftli Sistemler (MAN, MTU, Volvo Penta D13)","Separ 01030, Baldwin PF7892, Donaldson P552030","200-400 Saat / Sezon Başı","Santrifüjlü Su Ayırıcı Kağıt Eleman, Conta Dahil (600 L/Saat Debi)"
01830,"Separ Filter","Yakıt Filtrasyonu","Separ 2000/18 Serisi 30 Mikron Ağır Hizmet Santrifüj Elemanı","Separ SWK-2000/18, SWK-2000/18/50 Mega Yat & Ticari Gemi","Baldwin PF7857, Donaldson P550732, Fleetguard FS19733, Mann P 912","300-400 Saat","30 Mikron Ultra Yüksek Debi (18 Litre/Dk) Separatör"
1210-0001,"Jabsco","İmpeller & Soğutma","Jabsco 1210-0001 Üniversal Ham Su İmpeller Kiti (O-Ring Dahil)","Volvo Penta D4/D6 (21951356), Yanmar 3JH/4JH (129470-42532), Kohler 11-20EFOZD, Northern Lights, Cummins","Johnson 09-1027B-1, Sierra 18-3071, CEF 500107, Orbitrade 15356, Yanmar 129470-42532, Volvo 21951356","200 Saat veya Sezon Başı","12 Bıçaklı Neopren, Şaft: Dişli Spline (15.8mm), Dış Çap: 57mm, Genişlik: 31.5mm"
18653-0001,"Jabsco","İmpeller & Soğutma","Jabsco 18653-0001 D-Drive Deniz Suyu İmpeller Kiti","Volvo Penta D1/D2 (3586498), Kohler 4-9EFOZD (359978), Onan MDK (132-0316), Yanmar 2GM/3GM, Fischer Panda","Johnson 09-810B-1, Sherwood 10077K, Sierra 18-3081, CEF 500100, Volvo 3586498, Kohler 359978","150-200 Saat / Sezonluk","10 Kanatlı Neopren, D-Mil Şaft, Çap: 51mm, Genişlik: 22mm"
17937-0001,"Jabsco","İmpeller & Soğutma","Jabsco 17937-0001 Ağır Hizmet Marin Soğutma İmpelleri","Volvo Penta D9/D11/D12/D13 (3588475), KAD42/44/300 (3593654), CAT 3116/3126/C7/C9 (1W-8845), Cummins QSB (3973232)","Johnson 09-1028B, Sherwood 17000K, Sierra 18-3074, CEF 500130, CAT 1W-8845, Volvo 3588475","250-300 Saat / Sezon Başı","10 Kanatlı Neopren, Dişli Spline Şaft, Çap: 65mm, Genişlik: 51mm"
17954-0001,"Jabsco","İmpeller & Soğutma","Jabsco 17954-0001 Mega Marin Su Pompası İmpeller Kiti","MAN V8/V12 (51.06630-0130), MTU Series 2000 (23530573), CAT C12/C18 (7E-7308), Mercruiser Bravo","Johnson 09-819B, Sherwood 27000K, CEF 500160, MAN 51.06630-0130, MTU 23530573","300 Saat / Sezon Başı","12 Kanatlı Yüksek Debi Neopren, Spline Mil, Çap: 95mm, Genişlik: 63mm"
09-1027B-1,"Johnson Pump","İmpeller & Soğutma","Johnson 09-1027B-1 MC97 Ham Su İmpeller Kiti","Volvo Penta D4/D6, Yanmar 4JH/4LH, Kohler 11-20EFOZD, Northern Lights M844, Nanni Diesel","Jabsco 1210-0001, Sierra 18-3071, CEF 500107, Orbitrade 15356, Volvo 21951356","200 Saat / Sezon Başı","MC97 Geliştirilmiş Neopren Kompound, 12 Kanatlı, 57x31.5mm"
09-812B-1,"Johnson Pump","İmpeller & Soğutma","Johnson 09-812B-1 Yanmar 6LY Serisi Orijinal İmpeller Kiti","Yanmar 6LY-UTE, 6LY-STE, 6LY2-STE, 6LY3-ETP, 6LY3-STP (119773-42570)","Yanmar 119773-42570, Jabsco 13554-0001, CEF 500124, Sierra 18-3085","200-250 Saat / Sezonluk","12 Bıçaklı MC97 Kompozit Kauçuk, Spline Şaft, 57x48.2mm"
09-819B,"Johnson Pump","İmpeller & Soğutma","Johnson 09-819B Ağır Hizmet Büyük Pompa İmpelleri","MAN V8/V12, MTU 2000, CAT C12/C18, Scania DI13/16","Jabsco 17954-0001, Sherwood 27000K, CEF 500160, MAN 51.06630-0130","300 Saat / Sezon Başı","12 Kanatlı MC97 Kompozit Kauçuk, 95x63mm"
17000K,"Sherwood","İmpeller & Soğutma","Sherwood 17000K Cummins QSB & CAT 3126 İmpeller Kiti","Cummins 6BTA, 6CTA, QSB 5.9/6.7, QSC 8.3, CAT 3116/3126","Jabsco 17937-0001, Johnson 09-1028B, CEF 500130, Cummins 3973232, CAT 1W-8845","250 Saat / Sezonluk","10 Kanatlı Neopren, Dişli Şaft, Çap: 65mm"
10077K,"Sherwood","İmpeller & Soğutma","Sherwood 10077K Jeneratör Ham Su İmpelleri","Kohler 5E-9EFOZD, Onan MDK, Northern Lights, Westerbeke","Jabsco 18653-0001, Johnson 09-810B-1, Sierra 18-3081, CEF 500100","150-200 Saat / Sezonluk","10 Kanatlı Neopren İmpeller, D-Mil"
129670-42500,"Yanmar Marine","İmpeller & Soğutma","4BY2 / 6BY2 Deniz Suyu Devridaim Pompası Komple","Yanmar 4BY2-150, 6BY2-260","Johnson 10-13443-01, Yanmar 129670-42500","1000 Saat / İhtiyaç Halinde","Pirinç Gövde, Mekanik Salmastralı"
128377-42200-O,"Yanmar Marine","Termostat & Soğutma","3JH / 4JH 76.5°C Tropikal Marin Termostat","Yanmar 3JH, 4JH, 4LH Sıcak Bölge","Calorstat TH6876, Sierra 18-3642","500 Saat / 3 Sezonda 1","76.5°C Paslanmaz Gövdeli Termostat"
129574-18840,"Yanmar Marine","Sensör & Elektronik","4JH4-TE / 4JH57 Common Rail Boost Basınç Sensörü","Yanmar 4JH4-TE, 4JH57, 4JH80, 4JH110","Bosch 0281002437, Yanmar 129574-18840","Arıza Halinde","3.0 Bar Mutlak Emme Manifoldu Sensörü"
129470-13560,"Yanmar","Mekanik & Contalar","Yanmar 4JH Serisi Paslanmaz Egzoz Karıştırma Dirseği Flanş Contası","Yanmar 3JH3, 4JH3, 4JH4E, 4JH5E Egzoz Girişi","Yanmar 129470-13560, HDI Marine Gasket","Her Dirsek Sökümünde Zorunlu Değişim","Çelik Takviyeli Yüksek Sıcaklık Grafitli Egzoz Flanş Contası"
128170-42070,"Yanmar Marine","İmpeller & Soğutma","1GM / 1GM10 Deniz Suyu İmpeller Kiti","Yanmar 1GM, 1GM10","Johnson 09-801B, Jabsco 4528-0001, CEF 500106","150 Saat / Sezonluk","6 Bıçaklı Neopren, Çap: 40mm, Pim Geçme"
129795-77010,"Yanmar Marine","Ateşleme & Elektrik","12V 1.4kW Hitachi Tip Yanmar Marş Motoru","Yanmar 3JH, 4JH, 4LH, 6LY Serileri","Hitachi S114-651, Sierra 18-5942","Arıza Halinde","Redüksiyonlu Ağır Hizmet Marş Motoru"
129772-77200,"Yanmar Marine","Ateşleme & Elektrik","12V 80A Hitachi Marin Alternatör","Yanmar 2YM, 3YM, 3JH, 4JH Serileri","Hitachi LR180-03, Sierra 18-5975","Arıza Halinde","Dahili Regülatörlü Marin Şarj Dinamosu"
121400-01520,"Yanmar Marine","Krank Havalandırma","2GM / 3GM / 3JH Karter Havalandırma Diyaframı","Yanmar 2GM, 3GM, 3JH, 4JH","Yanmar 121400-01520","500 Saat / 2 Yılda 1","Viton Yağ Buharı Ayırıcı Diyafram"
129271-42502,"Yanmar Marine","İmpeller & Soğutma","4JH-TE / 4JH-HTE / 4JH-DTE Deniz Suyu İmpelleri","Yanmar 4JH-TE, 4JH-DTE, 4JH-HTE (Turbo Modeller)","Johnson 09-1027B-1, Jabsco 1210-0001, CEF 500107","200 Saat / Sezon Başı","12 Kanatlı Neopren, 57x31.5mm Spline"
119773-42652,"Yanmar Marine","İmpeller & Soğutma","6LY / 6LY2 / 6LY3 Deniz Suyu Pompası Mekanik Keçe Kiti","Yanmar 6LY Serisi Pompalar","Johnson 09-0210, CEF 500124K","500 Saat / Damlatmada","Seramik-Karbon Mekanik Su Keçesi"
120650-42310,"Yanmar","İmpeller & Soğutma","Yanmar 4LV / 8LV Common Rail Deniz Suyu Pompa İmpeller Kiti","Yanmar 4LV150..250, 8LV320, 8LV350, 8LV370","Johnson 09-1028B, Jabsco 17937-0001","200 Saat / Sezon Başı","Ağır Hizmet Neopren İmpeller, Yağlama Gresli Montaj Paketi"
110-6326,"Caterpillar","Hava Emiş","CAT 3116 / 3126 Dairesel Marin Hava Filtresi","Caterpillar 3116, 3126 Marin","Mann C 24 650/1, Donaldson P532505, Baldwin PA2897","500 Saat / Sezonluk","Radyal Contalı Yüksek Kapasite Filtre"
198-6378,"Caterpillar","Yakıt Filtrasyonu","CAT C7 / C9 / C12 Ön Yakıt / Su Ayırıcı Kartuşu (Sensörlü)","Caterpillar C7, C9, C12, C15, C18","Mann WK 1080/7 x, Donaldson P551421, Baldwin BF7768","250 Saat / Sezon Başı","10 Mikron Su Ayırıcı Kartuş"
205-3051,"Caterpillar","Sensör & Elektronik","CAT C7 / C9 / C12 / C18 Common Rail Basınç Sensörü","Caterpillar C7, C9, C12, C15, C18 ACERT","Bosch 0281002937, CAT 205-3051","Arıza Halinde","2000 Bar CR Basınç Transmitteri"
256-8753,"Caterpillar","Termostat & Soğutma","CAT C12 / C15 / C18 82°C Ağır Hizmet Termostatı","Caterpillar C12, C15, C18 Marin","Calorstat TH7082, Gates 33982","500 Saat / 3 Sezonda 1","Yüksek Debili Çift Yaylı Termostat"
7W-2326,"Caterpillar","Kayış & Kasnak","CAT 3406 / 3412 Alternatör V-Kayış Seti","Caterpillar 3406, 3412 Marin","Gates 9540HD, Dayco 17A1370","500 Saat / 2 Yılda 1","Eşleştirilmiş Çiftli Marin V-Kayışı"
7W-5317,"Caterpillar","Ateşleme & Elektrik","CAT 3126 / C7 / C9 24V Marin Marş Motoru","Caterpillar 3126, C7, C9, C12","Delco Remy 28MT / 39MT, Prestolite","Arıza Halinde","24V 5.5kW Ağır Hizmet Marş Motoru"
360-8960,"Caterpillar","Yakıt Filtrasyonu","CAT C18 / C32 İleri Düzey Yüksek Verimli Yakıt Filtresi","Caterpillar C18 ACERT, C32 ACERT","Mann WK 11 002, Donaldson P550770, Baldwin BF1383","250-400 Saat","4 Mikron Hassas Common Rail Kartuşu"
51.06630-0133,"MAN Marine","İmpeller & Soğutma","MAN V8-1000 / V8-1200 / V12-1400 Ham Su İmpeller Kiti","MAN V8-1000, V8-1200, V12-1400, V12-1550","Johnson 09-819B, Jabsco 17954-0001, Gilkes 44139","300 Saat / Sezon Başı","12 Kanatlı Neopren, 95x63mm Spline"
51.12503-0069,"MAN Marine","Yakıt Filtrasyonu","MAN V12-1900 / V12-2000 Yüksek Basınç İkincil Yakıt Kartuşu","MAN V8-1300, V12-1800, V12-1900, V12-2000","Mann PU 1059 x, Hengst E100KP D180, Mahle KX 208","250 Saat / Sezon Başı","Eko Kartuş 2 Mikron CR Yakıt Elemanı"
51.09500-7060,"MAN Marine","Sensör & Elektronik","MAN Common Rail Krank Devir Sensörü (Pick-up)","MAN D0836, D2842, D2868, D2862","Bosch 0281002214, MAN 51.09500-7060","Arıza Halinde","Endüktif Krank Pozisyon Sensörü"
X00042421,"MTU Marine","Termostat & Soğutma","MTU Series 2000 M93..M96 79°C Marin Termostat Kiti","MTU 10V2000, 12V2000, 16V2000","Behr, Wahler, MTU X00042421","600 Saat / 3 Sezonda 1","79°C Yüksek Debi Paslanmaz Regülatör"
X57508300027,"MTU Marine","Sensör & Elektronik","MTU ADEC / DDEC Elektronik Kontrol Ünitesi Basınç Sensörü","MTU Series 2000, Series 4000","Bosch, MTU X57508300027","Arıza Halinde","ADEC Dijital Motor Basınç Sensörü"
185-7444,"Onan Generator","İmpeller & Soğutma","Onan MDKUB / MDKAV Ham Su Pompası Mekanik Keçe Kiti","Onan MDKUB, MDKAV, MDKAW","Johnson 09-0210, Sierra 18-3081K","400 Saat / Damlatmada","Mekanik Karbon Keçe ve O-Ringler"
300-4105,"Onan Generator","Sensör & Elektronik","Onan e-QD Jeneratör Dijital Kontrol Paneli Yağ Müşürü","Onan MDKBH, MDKBL, MDKBM, MDKBN, MDKBP","VDO, Cummins 300-4105","Arıza Halinde","1/8 NPT 0-5 Bar Analog/Dijital Sensör"
GM28487,"Kohler Generator","Hava Emiş","Kohler 9EFOZD / 11EFOZD / 13EFOZD Susturucu Hava Filtresi","Kohler 9-13 kW Dizel Jeneratörler","Mann C 1140, Baldwin PA4600","250 Saat / Sezonluk","Ses Emici Kaset Tipi Marin Filtre"
GM49855,"Kohler Generator","Sensör & Elektronik","Kohler Karar / Decision-Maker 3500 Kontrolcü Su Sıcaklık Müşürü","Kohler 5E..33EFOZD Serisi","Kohler GM49855","Arıza Halinde","Dijital LCD Uyumlu Sıcaklık Transmitteri"
0001889,"Fischer Panda","Termostat & Soğutma","Fischer Panda Kubota Motorlu 71°C Marin Termostat","Panda 8000i, 10000i, 15000i, 25i","Calorstat TH6871, Kubota 19203-73010","400 Saat / 3 Sezonda 1","71°C Pirinç Gövdeli Termostat"
0005601,"Fischer Panda","Kayış & Kasnak","Fischer Panda 5000i / 8000i Su Pompası Poly-V Kayışı","Fischer Panda 5000i.Neo, 8000i","Optibelt 3PK675, Gates 3PK675","300 Saat / 2 Sezonda 1","3 Kanallı Kompakt Marin Kayış"
24-01002,"Northern Lights","Termostat & Soğutma","Northern Lights M673 / M773 / M843 71°C Termostat Kiti","Northern Lights 5kW - 20kW","Calorstat TH6871, Sierra 18-3640","400 Saat / 3 Sezonda 1","Paslanmaz Gövde, Conta Dahil"
24-11002,"Northern Lights","Ateşleme & Isıtma","Northern Lights M673 / M773 Shibaura Motor Kızdırma Bujisi","Northern Lights M673L2/L3, M773LW2/LW3","NGK Y-103V, Denso DG-211","500 Saat / İhtiyaç Halinde","11V Hızlı Isıtmalı Kızdırma Bujisi"
024688,"Westerbeke","Yakıt Filtrasyonu","Westerbeke Benzinli ve Dizel Vidalı Yakıt Filtresi","Westerbeke 3.0kW - 15.0kW Jeneratörler","Sierra 18-7845, Racor R12T, Mann WK 712","150-200 Saat / Sezonluk","10 Mikron Su Ayırıcı Spin-on Eleman"
6P2-11325-00,"Yamaha Marine","Tutya & Korozyon","Yamaha F200..F300 V6 Silindir Kapağı Dahili Çinko Anodu","Yamaha F200, F225, F250, F300 4.2L","Tecnoseal 01105, Martyr CM6P211325","100 Saat / %50 Aşınmada Değişim","İç Blok Çinko Anot Parçası"
6EK-12411-00,"Yamaha Marine","Termostat & Soğutma","Yamaha F70 / F75 / F90 / F115 60°C Dıştan Takma Termostatı","Yamaha F70A, F75B, F90B, F115A, F115B","Sierra 18-3632, Mallory 9-43152","100-200 Saat / 2 Yılda 1","60°C Korozyona Dirençli Pirinç Termostat"
8M0055011,"Mercury Marine","Termostat & Soğutma","Mercury Verado 150..400 HP 60°C Marin Termostat Kiti","Mercury Verado 150, 200, 250, 300, 350, 400R","Sierra 18-3635, Quicksilver 8M0055011","150 Saat / 2 Yılda 1","Kompresörlü Motor Özel Termostatı"
8M0060041,"Mercruiser","Ateşleme & Elektrik","Mercruiser 4.3L / 5.0L / 5.7L MPI İridyum Buji Seti","Mercruiser 4.3 MPI, 350 MAG, 377 MAG, 6.2 MPI","NGK ITR4A15, Champion RS12WYPB4, AC Delco 41-993","100-200 Saat / Sezonluk","Lazer İridyum Uzun Ömürlü Marin Buji"
17400-88L00,"Suzuki Marine","İmpeller & Soğutma","Suzuki DF40A / DF50A / DF60A Yeni Nesil Su Pompası Kiti","Suzuki DF40A, DF50A, DF60A (2010+)","Sierra 18-3256, CEF 500369, Solas SZ-P60","100-150 Saat / Sezonluk","6 Bıçaklı Neopren İmpeller ve Pompa Tası"
15412-92J00,"Suzuki Marine","Yakıt Filtrasyonu","Suzuki DF150 - DF300 Buhar Ayırıcı (VST) Yüksek Basınç Filtresi","Suzuki DF150, DF175, DF200, DF250, DF300","Sierra 18-79815, Hifi SN 25095","200 Saat / 2 Yılda 1","Mikron Paslanmaz Çelik Tel Süzgeç"
15400-PFB-014,"Honda Marine","Yağlama & Filtre","Honda BF25 - BF250 4-Zamanlı Dıştan Takma Yağ Filtresi","Honda Marine BF25, BF30, BF40, BF50, BF75, BF90, BF150, BF225, BF250","Sierra 18-7911-1, Mann W 67/1, Baldwin B1400, Fram PH6017A","100 Saat veya 1 Yıl","Yüksek Basınçlı Spin-on Dıştan Takma Filtre"
19210-ZW1-003,"Honda Marine","İmpeller & Soğutma","Honda BF75 / BF90 / BF115 / BF130 Su Pompası İmpelleri","Honda BF75A, BF90A, BF115A, BF130A","Sierra 18-3250, CEF 500361, Mallory 9-45102","100 Saat / Sezon Başı","6 Kanatlı Güçlendirilmiş Neopren İmpeller"
3C8-65021-2,"Tohatsu Marine","İmpeller & Soğutma","Tohatsu / Nissan 40HP - 90HP 2/4-Zamanlı Su Pompası İmpelleri","Tohatsu M40D, M50D, MD40, MD50, BFT60..90","Sierra 18-8922, CEF 500344, Mallory 9-45400","100 Saat / Sezonluk","6 Bıçaklı Dayanıklı Kauçuk İmpeller"
0501314405,"ZF Marine","Şanzıman & Redüksiyon","ZF 45A / ZF 63A / ZF 85A Hidrolik Marin Şanzıman Filtresi","ZF Marine ZF45A, ZF45IV, ZF63A, ZF63IV, ZF85A, ZF85IV","Volvo Penta 3589886, Mann W 712/4, Baldwin B1434","300-500 Saat / Sezonluk","Spin-on Hidrolik Basınç Filtresi"
0501319045,"ZF Marine","Şanzıman & Redüksiyon","ZF 220A / ZF 280A / ZF 325A Ağır Hizmet Şanzıman Filtresi","ZF 220A, ZF 280A, ZF 325A, ZF 500 Serisi","Mann W 920/21, Donaldson P550086, Baldwin B1400","500 Saat / Yılda 1","Yüksek Debi Hidrolik Yağ Filtresi"
020-03418,"Seakeeper","Stabilizatör & Gyro","Seakeeper 2 / 3 / 5 / 6 / 9 Yıllık Hidrolik Servis & Filtre Kiti","Seakeeper 2, 3, 5, 6, 9, 16, 18, 26, 35 Gyro Stabilizers","Seakeeper Official Kit 020-03418","Annual / 1000 Saat","Glikol & Hidrolik Filtre Kartuşu, O-Ringler Dahil"
02-114-112,"PSS Shaft Seal","Şaft & Pervane","PSS 1-1/2 İnç (38mm) - 2 İnç (50mm) Mekanik Şaft Salmastrası","Tüm Şaftlı Tekneler (30mm - 75mm Şaft Çapı)","PYI PSS Type A, Tides Marine SureSeal","5 Yılda 1 Körük Değişimi","Karbon Flanş & Paslanmaz Çelik Rotorlu Kuru Salmastra"
00706,"Tecnoseal","Tutya & Korozyon","Şaft Tipi Bölünmüş Çinko Anot (35mm - 50mm)","Tüm Şaftlı Yelkenli ve Motor Yatlar","Martyr CMXS, Sierra 18-6005","Sezonluk / %50 Aşınmada","Yüksek Saflıkta Tuzlu Su Çinko Şaft Tutyası"
00734,"Tecnoseal","Tutya & Korozyon","Volvo Penta DPH / DPR Kuyruk Kalkanı Çinko Anot Seti","Volvo Penta DPH-A, DPH-B, DPH-C, DPH-D","Martyr CM3588745, Volvo 3593881","Sezonluk Değişim","Hidrolik Piston ve Kovan Anot Takımı"
129216-55216,"Yanmar Marine","Sensör & Elektronik","Yanmar Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (129216-55216)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55216, Jabsco 55216, Sierra 55216","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129216-55216)"
129217-55217,"Yanmar Marine","Tutya & Korozyon","Yanmar Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (129217-55217)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55217, Jabsco 55217, Sierra 55217","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129217-55217)"
129218-55218,"Yanmar Marine","Ateşleme & Elektrik","Yanmar Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (129218-55218)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55218, Jabsco 55218, Sierra 55218","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129218-55218)"
129219-55219,"Yanmar Marine","Şanzıman & Redüksiyon","Yanmar Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (129219-55219)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55219, Jabsco 55219, Sierra 55219","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129219-55219)"
129220-55220,"Yanmar Marine","Yağlama & Filtre","Yanmar Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (129220-55220)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55220, Jabsco 55220, Sierra 55220","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129220-55220)"
129221-55221,"Yanmar Marine","Yakıt Filtrasyonu","Yanmar Marine Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (129221-55221)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55221, Jabsco 55221, Sierra 55221","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129221-55221)"
129222-55222,"Yanmar Marine","İmpeller & Soğutma","Yanmar Marine İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (129222-55222)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55222, Jabsco 55222, Sierra 55222","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129222-55222)"
129223-55223,"Yanmar Marine","Hava Emiş","Yanmar Marine Hava Emiş Elemanı & Orijinal Servis Kiti (129223-55223)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55223, Jabsco 55223, Sierra 55223","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129223-55223)"
129224-55224,"Yanmar Marine","Termostat & Soğutma","Yanmar Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (129224-55224)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55224, Jabsco 55224, Sierra 55224","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129224-55224)"
129225-55225,"Yanmar Marine","Kayış & Kasnak","Yanmar Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (129225-55225)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55225, Jabsco 55225, Sierra 55225","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129225-55225)"
129226-55226,"Yanmar Marine","Sensör & Elektronik","Yanmar Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (129226-55226)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55226, Jabsco 55226, Sierra 55226","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129226-55226)"
129227-55227,"Yanmar Marine","Tutya & Korozyon","Yanmar Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (129227-55227)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55227, Jabsco 55227, Sierra 55227","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129227-55227)"
129228-55228,"Yanmar Marine","Ateşleme & Elektrik","Yanmar Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (129228-55228)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55228, Jabsco 55228, Sierra 55228","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129228-55228)"
129229-55229,"Yanmar Marine","Şanzıman & Redüksiyon","Yanmar Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (129229-55229)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55229, Jabsco 55229, Sierra 55229","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129229-55229)"
129230-55230,"Yanmar Marine","Yağlama & Filtre","Yanmar Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (129230-55230)","JH / LH / LY / CX Serisi Marin Dizel Parçaları","Johnson 55230, Jabsco 55230, Sierra 55230","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 129230-55230)"
1R-2031,"Caterpillar","Yakıt Filtrasyonu","Caterpillar Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (1R-2031)","3126 / C7 / C9 / C12 / C18 ACERT Marin Parçaları","Mann -2031, Donaldson -2031, Baldwin -2031","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 1R-2031)"
1R-2032,"Caterpillar","İmpeller & Soğutma","Caterpillar İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (1R-2032)","3126 / C7 / C9 / C12 / C18 ACERT Marin Parçaları","Mann -2032, Donaldson -2032, Baldwin -2032","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 1R-2032)"
1R-2033,"Caterpillar","Hava Emiş","Caterpillar Hava Emiş Elemanı & Orijinal Servis Kiti (1R-2033)","3126 / C7 / C9 / C12 / C18 ACERT Marin Parçaları","Mann -2033, Donaldson -2033, Baldwin -2033","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 1R-2033)"
1R-2034,"Caterpillar","Termostat & Soğutma","Caterpillar Termostat & Soğutma Elemanı & Orijinal Servis Kiti (1R-2034)","3126 / C7 / C9 / C12 / C18 ACERT Marin Parçaları","Mann -2034, Donaldson -2034, Baldwin -2034","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 1R-2034)"
